group,n,mae,rmse
"('Marketing', 'Scientist', 'Product Manager', 'PG')",1,261634.18,261634.18
"('Marketing', 'Scientist', 'Product Manager', 'Under Grad')",1,941228.18,941228.18
"('Marketing', 'Scientist', 'Research Analyst', 'Doctorate')",3,570806.12,610488.05
"('Marketing', 'Scientist', 'Research Analyst', 'Grad')",2,285601.97,403318.53
"('Marketing', 'Scientist', 'Research Analyst', 'Under Grad')",1,1153949.93,1153949.93
"('Marketing', 'Scientist', 'Software Developer', 'Doctorate')",1,27415.8,27415.8
"('Marketing', 'Scientist', 'Software Developer', 'Grad')",1,10258.5,10258.5
"('Marketing', 'Scientist', 'Software Developer', 'PG')",3,169900.52,220442.03
"('Marketing', 'Scientist', 'Software Developer', 'Under Grad')",1,286497.89,286497.89
"('Marketing', 'Scientist', 'Sr.Manager', 'Doctorate')",1,2755.5,2755.5
"('Marketing', 'Scientist', 'Sr.Manager', 'PG')",2,321811.7,442775.73
"('Marketing', 'Scientist', 'Sr.Manager', 'Under Grad')",3,1066214.4,1070112.38
"('Marketing', 'Scientist', 'Web Designer', 'Grad')",2,150321.91,204137.52
"('Marketing', 'Scientist', 'Web Designer', 'Under Grad')",1,6068.4,6068.4
"('Marketing', 'Senior Researcher', 'Assistant Manager', 'Doctorate')",4,226825.23,313728.13
"('Marketing', 'Senior Researcher', 'Assistant Manager', 'PG')",4,568062.17,771644.46
"('Marketing', 'Senior Researcher', 'Assistant Manager', 'Under Grad')",2,172417.91,177390.09
"('Marketing', 'Senior Researcher', 'Consultant', 'Doctorate')",2,29093.3,31343.06
"('Marketing', 'Senior Researcher', 'Consultant', 'Grad')",1,289012.71,289012.71
"('Marketing', 'Senior Researcher', 'Consultant', 'PG')",4,677210.13,999754.53
"('Marketing', 'Senior Researcher', 'Consultant', 'Under Grad')",4,261502.43,357761.58
"('Marketing', 'Senior Researcher', 'Data Analyst', 'Doctorate')",1,232876.09,232876.09
"('Marketing', 'Senior Researcher', 'Data Analyst', 'Grad')",4,53484.89,67183.32
"('Marketing', 'Senior Researcher', 'Data Analyst', 'PG')",1,1535394.09,1535394.09
"('Marketing', 'Senior Researcher', 'Data Analyst', 'Under Grad')",1,18052.5,18052.5
"('Marketing', 'Senior Researcher', 'HR', 'Doctorate')",1,1860.6,1860.6
"('Marketing', 'Senior Researcher', 'HR', 'Grad')",1,6821.2,6821.2
"('Marketing', 'Senior Researcher', 'HR', 'PG')",3,302911.17,356691.58
"('Marketing', 'Senior Researcher', 'HR', 'Under Grad')",2,32545.65,42941.76
"('Marketing', 'Senior Researcher', 'Manager', 'Doctorate')",2,947257.66,1338173.02
"('Marketing', 'Senior Researcher', 'Manager', 'Grad')",2,214053.67,223577.95
"('Marketing', 'Senior Researcher', 'Manager', 'Under Grad')",4,100081.18,192678.46
"('Marketing', 'Senior Researcher', 'Marketing Manager', 'Doctorate')",1,2047664.79,2047664.79
"('Marketing', 'Senior Researcher', 'Marketing Manager', 'Grad')",2,380415.99,450755.77
"('Marketing', 'Senior Researcher', 'Marketing Manager', 'PG')",2,36114.1,38926.25
"('Marketing', 'Senior Researcher', 'Others', 'Doctorate')",2,19815.65,19828.98
"('Marketing', 'Senior Researcher', 'Others', 'Grad')",1,388830.16,388830.16
"('Marketing', 'Senior Researcher', 'Others', 'PG')",1,1370.2,1370.2
"('Marketing', 'Senior Researcher', 'Others', 'Under Grad')",1,7786.0,7786.0
"('Marketing', 'Senior Researcher', 'Product Manager', 'Doctorate')",5,421656.69,754774.73
"('Marketing', 'Senior Researcher', 'Product Manager', 'Grad')",1,859.8,859.8
"('Marketing', 'Senior Researcher', 'Product Manager', 'PG')",2,9962.5,12819.99
"('Marketing', 'Senior Researcher', 'Research Analyst', 'Doctorate')",3,1653687.92,2010464.4
"('Marketing', 'Senior Researcher', 'Research Analyst', 'Grad')",2,165999.34,226261.51
"('Marketing', 'Senior Researcher', 'Research Analyst', 'Under Grad')",2,31034.64,32109.1
"('Marketing', 'Senior Researcher', 'Research Scientist', 'Grad')",5,419397.16,614778.41
"('Marketing', 'Senior Researcher', 'Research Scientist', 'PG')",3,372259.03,468473.05
"('Marketing', 'Senior Researcher', 'Research Scientist', 'Under Grad')",1,637376.03,637376.03
"('Marketing', 'Senior Researcher', 'Sr.Manager', 'Doctorate')",1,13357.8,13357.8
"('Marketing', 'Senior Researcher', 'Sr.Manager', 'PG')",3,782247.55,1079883.21
"('Marketing', 'Senior Researcher', 'Sr.Manager', 'Under Grad')",2,15750.25,15908.35
"('Marketing', 'Team Lead', 'Assistant Manager', 'Doctorate')",2,592614.63,654725.02
"('Marketing', 'Team Lead', 'Assistant Manager', 'Grad')",2,465639.57,645635.66
"('Marketing', 'Team Lead', 'Assistant Manager', 'PG')",5,617961.57,710576.02
"('Marketing', 'Team Lead', 'Assistant Manager', 'Under Grad')",1,897658.34,897658.34
"('Marketing', 'Team Lead', 'CA', 'PG')",1,14679.2,14679.2
"('Marketing', 'Team Lead', 'CA', 'Under Grad')",2,55154.79,55691.23
"('Marketing', 'Team Lead', 'Consultant', 'Doctorate')",6,682457.69,894974.05
"('Marketing', 'Team Lead', 'Consultant', 'Grad')",3,292936.88,360445.61
"('Marketing', 'Team Lead', 'Consultant', 'PG')",1,36818.5,36818.5
"('Marketing', 'Team Lead', 'Consultant', 'Under Grad')",1,320314.71,320314.71
"('Marketing', 'Team Lead', 'Data Analyst', 'Doctorate')",7,514109.51,684802.19
"('Marketing', 'Team Lead', 'Data Analyst', 'Grad')",3,393429.98,674697.21
"('Marketing', 'Team Lead', 'Data Analyst', 'PG')",2,232040.71,314798.85
"('Marketing', 'Team Lead', 'Data Analyst', 'Under Grad')",1,38863.93,38863.93
"('Marketing', 'Team Lead', 'Director', 'Doctorate')",3,638659.27,850495.11
"('Marketing', 'Team Lead', 'Director', 'Grad')",1,175932.27,175932.27
"('Marketing', 'Team Lead', 'Director', 'PG')",1,15999.5,15999.5
"('Marketing', 'Team Lead', 'Director', 'Under Grad')",2,210614.08,270072.19
"('Marketing', 'Team Lead', 'HR', 'Grad')",5,315286.85,475701.2
"('Marketing', 'Team Lead', 'HR', 'PG')",5,610400.85,718991.51
"('Marketing', 'Team Lead', 'HR', 'Under Grad')",6,667760.11,842684.02
"('Marketing', 'Team Lead', 'Manager', 'Doctorate')",5,928058.43,1441849.68
"('Marketing', 'Team Lead', 'Manager', 'PG')",2,699954.17,702671.68
"('Marketing', 'Team Lead', 'Manager', 'Under Grad')",3,757762.15,922342.75
"('Marketing', 'Team Lead', 'Marketing Manager', 'Doctorate')",5,1238057.43,1381248.77
"('Marketing', 'Team Lead', 'Marketing Manager', 'Grad')",3,633030.26,720383.54
"('Marketing', 'Team Lead', 'Marketing Manager', 'PG')",1,677696.2,677696.2
"('Marketing', 'Team Lead', 'Medical Officer', 'Doctorate')",2,1872226.63,1887126.06
"('Marketing', 'Team Lead', 'Medical Officer', 'Grad')",1,877019.07,877019.07
"('Marketing', 'Team Lead', 'Medical Officer', 'PG')",2,795976.85,953470.64
"('Marketing', 'Team Lead', 'Medical Officer', 'Under Grad')",3,664392.55,809824.3
"('Marketing', 'Team Lead', 'Network Engineer', 'Doctorate')",4,810501.41,968091.75
"('Marketing', 'Team Lead', 'Network Engineer', 'PG')",2,695338.6,709376.85
"('Marketing', 'Team Lead', 'Network Engineer', 'Under Grad')",1,7073.2,7073.2
"('Marketing', 'Team Lead', 'Others', 'Doctorate')",2,903151.16,1253672.56
"('Marketing', 'Team Lead', 'Others', 'Grad')",4,756499.46,873152.07
"('Marketing', 'Team Lead', 'Others', 'PG')",2,523911.22,525802.44
"('Marketing', 'Team Lead', 'Others', 'Under Grad')",2,1109231.72,1110061.52
"('Marketing', 'Team Lead', 'Product Manager', 'Doctorate')",7,391513.61,581105.83
"('Marketing', 'Team Lead', 'Product Manager', 'Grad')",5,483003.68,709760.73
"('Marketing', 'Team Lead', 'Product Manager', 'PG')",5,188207.72,318107.57
"('Marketing', 'Team Lead', 'Product Manager', 'Under Grad')",4,746069.64,864735.01
"('Marketing', 'Team Lead', 'Research Analyst', 'Doctorate')",2,90722.43,106201.5
"('Marketing', 'Team Lead', 'Research Analyst', 'Grad')",6,344539.8,480691.57
"('Marketing', 'Team Lead', 'Research Analyst', 'PG')",5,668209.67,794993.44
"('Marketing', 'Team Lead', 'Research Analyst', 'Under Grad')",3,1005248.93,1021262.06
"('Marketing', 'Team Lead', 'Research Scientist', 'Doctorate')",2,798169.52,1119263.95
"('Marketing', 'Team Lead', 'Research Scientist', 'PG')",4,486583.24,849461.58
"('Marketing', 'Team Lead', 'Research Scientist', 'Under Grad')",1,108443.03,108443.03
"('Marketing', 'Team Lead', 'Scientist', 'Grad')",1,380481.31,380481.31
"('Marketing', 'Team Lead', 'Scientist', 'Under Grad')",1,18959.31,18959.31
"('Marketing', 'Team Lead', 'Software Developer', 'Doctorate')",2,193487.89,240909.27
"('Marketing', 'Team Lead', 'Software Developer', 'Grad')",3,484228.34,646354.01
"('Marketing', 'Team Lead', 'Software Developer', 'PG')",3,417750.27,503457.74
"('Marketing', 'Team Lead', 'Software Developer', 'Under Grad')",2,1101529.89,1102032.48
"('Marketing', 'Team Lead', 'Sr.Manager', 'Doctorate')",1,138129.4,138129.4
"('Marketing', 'Team Lead', 'Sr.Manager', 'Grad')",3,468412.44,710072.99
"('Marketing', 'Team Lead', 'Sr.Manager', 'PG')",2,879009.4,879573.92
"('Marketing', 'Team Lead', 'Sr.Manager', 'Under Grad')",7,359260.79,561423.39
"('Marketing', 'Team Lead', 'Web Designer', 'Doctorate')",1,1060212.82,1060212.82
"('Marketing', 'Team Lead', 'Web Designer', 'Grad')",3,462697.88,657926.35
"('Marketing', 'Team Lead', 'Web Designer', 'PG')",1,616848.32,616848.32
"('Marketing', 'Team Lead', 'Web Designer', 'Under Grad')",1,9953.6,9953.6
"('Others', 'Analyst', 'Assistant Manager', 'Doctorate')",5,802129.21,1024882.44
"('Others', 'Analyst', 'Assistant Manager', 'PG')",3,626279.68,847306.66
"('Others', 'Analyst', 'Assistant Manager', 'Under Grad')",3,564763.96,736359.84
"('Others', 'Analyst', 'CA', 'Doctorate')",1,1072413.58,1072413.58
"('Others', 'Analyst', 'CA', 'Grad')",1,18230.0,18230.0
"('Others', 'Analyst', 'CA', 'PG')",1,33421.2,33421.2
"('Others', 'Analyst', 'Consultant', 'Doctorate')",2,398670.46,544197.37
"('Others', 'Analyst', 'Consultant', 'Grad')",5,56386.01,89464.51
"('Others', 'Analyst', 'Consultant', 'PG')",2,808260.99,846137.87
"('Others', 'Analyst', 'Consultant', 'Under Grad')",4,596867.42,728713.19
"('Others', 'Analyst', 'Data Analyst', 'Doctorate')",5,615527.92,892722.39
"('Others', 'Analyst', 'Data Analyst', 'Grad')",3,11779.47,17174.99
"('Others', 'Analyst', 'Data Analyst', 'PG')",4,432285.3,520839.28
"('Others', 'Analyst', 'Data Analyst', 'Under Grad')",3,10859.67,10947.16
"('Others', 'Analyst', 'Director', 'Grad')",1,25369.5,25369.5
"('Others', 'Analyst', 'Director', 'PG')",1,57010.35,57010.35
"('Others', 'Analyst', 'Director', 'Under Grad')",1,11608.8,11608.8
"('Others', 'Analyst', 'HR', 'Doctorate')",2,777515.9,1070709.34
"('Others', 'Analyst', 'HR', 'Grad')",5,119111.61,149428.27
"('Others', 'Analyst', 'HR', 'PG')",1,1539259.0,1539259.0
"('Others', 'Analyst', 'HR', 'Under Grad')",5,255038.7,478265.93
"('Others', 'Analyst', 'Manager', 'Doctorate')",5,999730.53,1364320.3
"('Others', 'Analyst', 'Manager', 'Grad')",3,184085.61,216507.96
"('Others', 'Analyst', 'Manager', 'PG')",4,174290.44,238233.83
"('Others', 'Analyst', 'Marketing Manager', 'Doctorate')",2,882290.79,1240184.41
"('Others', 'Analyst', 'Marketing Manager', 'Grad')",1,104576.79,104576.79
"('Others', 'Analyst', 'Marketing Manager', 'PG')",2,411985.0,569898.17
"('Others', 'Analyst', 'Marketing Manager', 'Under Grad')",3,481808.2,608652.73
"('Others', 'Analyst', 'Medical Officer', 'Doctorate')",2,393453.63,394382.17
"('Others', 'Analyst', 'Medical Officer', 'Grad')",6,402963.43,563603.36
"('Others', 'Analyst', 'Medical Officer', 'PG')",2,981813.13,1008983.83
"('Others', 'Analyst', 'Network Engineer', 'Doctorate')",1,1889171.21,1889171.21
"('Others', 'Analyst', 'Network Engineer', 'PG')",1,643649.6,643649.6
"('Others', 'Analyst', 'Network Engineer', 'Under Grad')",2,578356.41,622745.87
"('Others', 'Analyst', 'Others', 'Doctorate')",5,556844.79,660163.58
"('Others', 'Analyst', 'Others', 'PG')",5,281505.24,426074.66
"('Others', 'Analyst', 'Others', 'Under Grad')",1,778805.22,778805.22
"('Others', 'Analyst', 'Product Manager', 'Doctorate')",4,867336.07,1058363.59
"('Others', 'Analyst', 'Product Manager', 'Grad')",3,496456.83,662119.17
"('Others', 'Analyst', 'Product Manager', 'PG')",1,6465.5,6465.5
"('Others', 'Analyst', 'Product Manager', 'Under Grad')",5,189051.17,215711.61
"('Others', 'Analyst', 'Research Analyst', 'Doctorate')",6,865714.95,969226.25
"('Others', 'Analyst', 'Research Analyst', 'Grad')",5,866999.55,921803.7
"('Others', 'Analyst', 'Research Analyst', 'PG')",2,635204.71,668392.62
"('Others', 'Analyst', 'Research Analyst', 'Under Grad')",6,804427.72,978188.77
"('Others', 'Analyst', 'Research Scientist', 'Grad')",1,68405.53,68405.53
"('Others', 'Analyst', 'Research Scientist', 'Under Grad')",1,311092.03,311092.03
"('Others', 'Analyst', 'Software Developer', 'Doctorate')",1,9181.5,9181.5
"('Others', 'Analyst', 'Software Developer', 'Grad')",2,95685.39,98064.21
"('Others', 'Analyst', 'Software Developer', 'PG')",4,520799.5,991604.09
"('Others', 'Analyst', 'Sr.Manager', 'Doctorate')",3,140799.15,156884.71
"('Others', 'Analyst', 'Sr.Manager', 'Grad')",2,28232.25,29885.19
"('Others', 'Analyst', 'Sr.Manager', 'PG')",1,1016694.13,1016694.13
"('Others', 'Analyst', 'Web Designer', 'Doctorate')",2,479662.91,659551.58
"('Others', 'Analyst', 'Web Designer', 'PG')",1,210459.82,210459.82
"('Others', 'Associate', 'Assistant Manager', 'Doctorate')",1,593152.34,593152.34
"('Others', 'Associate', 'Assistant Manager', 'Under Grad')",2,720900.84,865226.4
"('Others', 'Associate', 'CA', 'Doctorate')",1,118477.2,118477.2
"('Others', 'Associate', 'CA', 'Grad')",1,1082863.0,1082863.0
"('Others', 'Associate', 'CA', 'Under Grad')",2,1166361.0,1166869.65
"('Others', 'Associate', 'Consultant', 'Grad')",2,1049887.21,1050543.48
"('Others', 'Associate', 'Consultant', 'PG')",1,72973.9,72973.9
"('Others', 'Associate', 'Data Analyst', 'Doctorate')",3,319554.26,377473.65
"('Others', 'Associate', 'Data Analyst', 'Grad')",1,934973.93,934973.93
"('Others', 'Associate', 'Data Analyst', 'PG')",2,883766.43,917763.96
"('Others', 'Associate', 'Data Analyst', 'Under Grad')",3,1039571.26,1046503.96
"('Others', 'Associate', 'Director', 'PG')",1,1126523.35,1126523.35
"('Others', 'Associate', 'HR', 'Doctorate')",1,447236.92,447236.92
"('Others', 'Associate', 'HR', 'Grad')",2,958849.42,958859.81
"('Others', 'Associate', 'HR', 'PG')",1,776029.92,776029.92
"('Others', 'Associate', 'HR', 'Under Grad')",1,1152951.92,1152951.92
"('Others', 'Associate', 'Manager', 'Doctorate')",3,241540.01,329551.18
"('Others', 'Associate', 'Manager', 'PG')",1,83688.67,83688.67
"('Others', 'Associate', 'Marketing Manager', 'Under Grad')",1,903926.2,903926.2
"('Others', 'Associate', 'Medical Officer', 'Doctorate')",3,75026.49,117567.78
"('Others', 'Associate', 'Medical Officer', 'Grad')",2,954901.07,955069.22
"('Others', 'Associate', 'Medical Officer', 'Under Grad')",2,842957.07,848448.22
"('Others', 'Associate', 'Network Engineer', 'Doctorate')",2,695555.1,828639.85
"('Others', 'Associate', 'Network Engineer', 'Grad')",1,1059144.6,1059144.6
"('Others', 'Associate', 'Network Engineer', 'Under Grad')",1,772565.6,772565.6
"('Others', 'Associate', 'Others', 'Doctorate')",1,435780.22,435780.22
"('Others', 'Associate', 'Others', 'Grad')",2,1062166.72,1068515.59
"('Others', 'Associate', 'Others', 'PG')",1,493439.22,493439.22
"('Others', 'Associate', 'Others', 'Under Grad')",1,1221936.22,1221936.22
"('Others', 'Associate', 'Product Manager', 'Doctorate')",2,449300.68,489013.88
"('Others', 'Associate', 'Product Manager', 'Grad')",3,979622.52,987514.92
"('Others', 'Associate', 'Product Manager', 'PG')",2,909835.18,928993.59
"('Others', 'Associate', 'Product Manager', 'Under Grad')",1,613424.18,613424.18
"('Others', 'Associate', 'Research Analyst', 'Doctorate')",2,339999.93,462075.62
"('Others', 'Associate', 'Research Analyst', 'PG')",1,220048.93,220048.93
"('Others', 'Associate', 'Research Analyst', 'Under Grad')",2,1126772.93,1129703.15
"('Others', 'Associate', 'Research Scientist', 'Grad')",1,1607396.03,1607396.03
"('Others', 'Associate', 'Scientist', 'Grad')",1,217948.31,217948.31
"('Others', 'Associate', 'Software Developer', 'Doctorate')",1,1151471.89,1151471.89
"('Others', 'Associate', 'Software Developer', 'Grad')",2,847087.89,864011.21
"('Others', 'Associate', 'Software Developer', 'PG')",1,4513.8,4513.8
"('Others', 'Associate', 'Sr.Manager', 'Doctorate')",4,345929.33,585576.91
"('Others', 'Associate', 'Sr.Manager', 'Grad')",2,1069982.4,1070511.5
"('Others', 'Associate', 'Sr.Manager', 'PG')",3,320462.9,443712.61
"('Others', 'Associate', 'Sr.Manager', 'Under Grad')",2,1129719.4,1130666.51
"('Others', 'Bio statistician', 'Assistant Manager', 'Doctorate')",5,476795.68,894794.67
"('Others', 'Bio statistician', 'Assistant Manager', 'Grad')",2,727285.13,785392.39
"('Others', 'Bio statistician', 'Assistant Manager', 'PG')",4,421526.84,517422.12
"('Others', 'Bio statistician', 'Assistant Manager', 'Under Grad')",2,664695.34,669630.3
"('Others', 'Bio statistician', 'CA', 'Grad')",2,759524.5,813264.63
"('Others', 'Bio statistician', 'CA', 'PG')",1,549696.58,549696.58
"('Others', 'Bio statistician', 'CA', 'Under Grad')",1,342516.58,342516.58
"('Others', 'Bio statistician', 'Consultant', 'Doctorate')",2,264583.77,274134.7
"('Others', 'Bio statistician', 'Consultant', 'Grad')",1,890295.71,890295.71
"('Others', 'Bio statistician', 'Consultant', 'PG')",3,411526.83,618729.4
"('Others', 'Bio statistician', 'Consultant', 'Under Grad')",6,275193.34,530732.24
"('Others', 'Bio statistician', 'Data Analyst', 'Doctorate')",1,4205.5,4205.5
"('Others', 'Bio statistician', 'Data Analyst', 'Grad')",3,452894.27,682204.87
"('Others', 'Bio statistician', 'Data Analyst', 'PG')",1,632208.09,632208.09
"('Others', 'Bio statistician', 'Data Analyst', 'Under Grad')",1,1065969.93,1065969.93
"('Others', 'Bio statistician', 'Director', 'Doctorate')",2,734141.54,993630.12
"('Others', 'Bio statistician', 'Director', 'Grad')",2,776428.31,952349.17
"('Others', 'Bio statistician', 'Director', 'PG')",2,38078.5,41949.58
"('Others', 'Bio statistician', 'Director', 'Under Grad')",1,183146.35,183146.35
"('Others', 'Bio statistician', 'HR', 'Doctorate')",2,799646.4,1073936.34
"('Others', 'Bio statistician', 'HR', 'Grad')",4,333548.28,486563.17
"('Others', 'Bio statistician', 'HR', 'PG')",3,309545.04,498059.35
"('Others', 'Bio statistician', 'HR', 'Under Grad')",2,746383.92,816899.57
"('Others', 'Bio statistician', 'Manager', 'Doctorate')",1,646064.67,646064.67
"('Others', 'Bio statistician', 'Manager', 'Grad')",3,449521.22,598412.72
"('Others', 'Bio statistician', 'Manager', 'PG')",2,907604.91,1235463.55
"('Others', 'Bio statistician', 'Manager', 'Under Grad')",3,476575.62,705219.04
"('Others', 'Bio statistician', 'Marketing Manager', 'Doctorate')",1,27501.8,27501.8
"('Others', 'Bio statistician', 'Marketing Manager', 'Grad')",2,254646.85,348785.92
"('Others', 'Bio statistician', 'Marketing Manager', 'PG')",2,34069.2,35230.31
"('Others', 'Bio statistician', 'Marketing Manager', 'Under Grad')",2,527522.3,742433.53
"('Others', 'Bio statistician', 'Medical Officer', 'Doctorate')",2,22397.4,27346.98
"('Others', 'Bio statistician', 'Medical Officer', 'Grad')",1,324657.07,324657.07
"('Others', 'Bio statistician', 'Medical Officer', 'PG')",1,21677.0,21677.0
"('Others', 'Bio statistician', 'Medical Officer', 'Under Grad')",3,815824.59,826702.03
"('Others', 'Bio statistician', 'Network Engineer', 'Doctorate')",1,1718621.21,1718621.21
"('Others', 'Bio statistician', 'Network Engineer', 'Grad')",2,604056.9,845126.42
